Country,Name,Age,Ht.,Nickname,MMA record
Russia,Yana Santos,34,5 ft 6 in (1.68 m),Foxy,14–8 (1 NC)
Brazil,Norma Dumont,33,5 ft 7 in (1.70 m),The Immortal,10–2
Brazil,Josiane Nunes,30,5 ft 2 in (1.57 m),Josi,10–1
United States,Danyelle Wolf,40,5 ft 11 in (1.80 m),,1–1
United States,Chelsea Chandler,30,5 ft 8 in (1.73 m),,5–2
